TimestampRx	TimestampTx	AccX	AccY	AccZ	MagnX	MagnY	MagnZ	GyroX	GyroY	GyroZ	qW	qX	qY	qZ	HDR_AccX	HDR_AccY	HDR_AccZ
15	57459	-79	-154	-1191	275	-500	-310	-0.5	1.5	20.625	0.01208254	0.8856027	-0.4642358	0.006852102	0	0	0
31	57479	-49	-258	-991	263	-513	-316	-1.8125	2.25	18.8125	0.007914853	0.883212	-0.468844	0.007694812	0	0	0
15	57499	-70	-241	-1067	254	-517	-328	-5	-0.125	14.1875	-0.0004064145	0.8810726	-0.4728988	0.008821782	0	0	0
15	57519	-36	-215	-815	243	-528	-356	-0.875	2.1875	7.8125	-0.00536537	0.8788438	-0.4769424	0.01143183	0	0	0
15	57539	19	-114	-819	242	-535	-362	-2.75	1.75	3.625	-0.007048135	0.8768402	-0.4805652	0.01259691	0	0	0
31	57559	30	-47	-973	233	-532	-385	-4.1875	2	5.25	-0.007539015	0.873843	-0.4859577	0.01366428	0	0	0
15	57579	-20	-133	-963	224	-533	-401	0.375	0.75	1.1875	-0.01038252	0.8711191	-0.4907669	0.01384108	0	0	0
15	57599	22	-106	-1063	226	-532	-417	-3.75	0.375	1.5625	-0.01157821	0.8682389	-0.4957694	0.01548729	0	0	0
15	57619	9	-87	-1000	216	-530	-431	-1.0625	0.75	6.125	-0.01486863	0.8655216	-0.5003314	0.01788479	0	0	0
31	57639	17	-114	-968	211	-533	-441	-2.0625	2.4375	0.5	-0.01878527	0.8633978	-0.5037667	0.0202631	0	0	0
15	57659	7	-57	-977	206	-531	-450	0	3.125	-1.1875	-0.02006428	0.8609621	-0.5078204	0.02144957	0	0	0
15	57678	27	-96	-996	209	-529	-450	-1.4375	1.875	0	-0.01978498	0.858496	-0.511979	0.02169418	0	0	0
31	57698	26	-68	-960	204	-522	-458	-1.9375	1.3125	5.375	-0.02049881	0.8559973	-0.516102	0.02207018	0	0	0
15	57718	0	-95	-972	199	-525	-462	-1.5625	2.1875	4.4375	-0.02144217	0.853516	-0.5201132	0.02308577	0	0	0
15	57738	14	-2	-981	200	-519	-455	-2.625	2.125	1.875	-0.01931484	0.8509703	-0.5243974	0.02199706	0	0	0
15	57758	13	-10	-968	203	-526	-458	-3.125	2.25	2.375	-0.01712761	0.8485366	-0.5284374	0.02112628	0	0	0
31	57778	13	-4	-986	208	-527	-462	-9	2	3	-0.01451493	0.846332	-0.5320911	0.01976554	0	0	0
15	57798	21	-5	-982	205	-528	-466	-6.75	1.1875	3.125	-0.01201293	0.8441195	-0.5357028	0.01845385	0	0	0
15	57818	1	-23	-984	202	-527	-465	-2.5625	2	12.375	-0.01068045	0.8417032	-0.5395374	0.01791766	0	0	0
31	57838	9	-2	-980	205	-528	-467	-2.0625	1.875	14.125	-0.009668522	0.8390131	-0.5437457	0.01744068	0	0	0
15	57858	25	-10	-980	205	-525	-463	-1.9375	2.0625	20.4375	-0.008729574	0.8356124	-0.5489441	0.01833269	0	0	0
15	57878	-5	-238	-976	198	-524	-453	-1.875	2.125	31.1875	-0.01368675	0.8327399	-0.5531223	0.02031282	0	0	0
31	57897	19	-80	-983	194	-532	-453	-0.875	1.8125	10.3125	-0.01754976	0.8315387	-0.5547531	0.02200619	0	0	0
15	57917	-16	-215	-987	189	-535	-447	-1	1.0625	5.5625	-0.02206548	0.8314056	-0.5547449	0.02315042	0	0	0
15	57937	-63	-201	-980	194	-538	-431	-1.5625	1.8125	4.5625	-0.02608147	0.8315458	-0.554336	0.02373002	0	0	0
15	57957	-5	-151	-978	202	-542	-413	-1.375	1.5625	-0.375	-0.02840225	0.8317006	-0.5539409	0.02483593	0	0	0
31	57977	8	-137	-1008	203	-542	-394	-1.8125	1.5	-3.8125	-0.02963587	0.8318415	-0.553618	0.0258544	0	0	0
