TimestampRx	TimestampTx	AccX	AccY	AccZ	MagnX	MagnY	MagnZ	GyroX	GyroY	GyroZ	qW	qX	qY	qZ	HDR_AccX	HDR_AccY	HDR_AccZ
15	55217	-183	-42	-1013	347	-448	-235	-2.4375	1.875	-1.375	-0.02729514	0.8678061	-0.496106	-0.006810086	0	0	0
31	55237	-213	-33	-988	342	-449	-234	-2.5625	3.1875	-6.5625	-0.02776346	0.8716848	-0.4891299	-0.01211101	0	0	0
31	55257	-176	0	-1002	351	-446	-241	0.375	0.75	-9.8125	-0.02702773	0.875374	-0.4824046	-0.01660251	0	0	0
15	55277	-150	-4	-1046	348	-444	-246	-1.0625	1.9375	-13.75	-0.02509867	0.8786117	-0.4764675	-0.01975443	0	0	0
15	55297	-54	125	-979	351	-449	-266	-1.8125	2.5	-23.6875	-0.02148342	0.8819574	-0.4703053	-0.02241865	0	0	0
15	55316	-40	160	-955	356	-448	-267	-1.5625	3.0625	-22.625	-0.01588177	0.8847899	-0.4650672	-0.02463805	0	0	0
15	55336	-21	180	-973	357	-448	-302	-1.4375	1.3125	-20.75	-0.008187158	0.8875303	-0.4599079	-0.02660493	0	0	0
15	55356	13	207	-987	347	-444	-336	1	2.0625	-20.625	-0.0002899638	0.8887974	-0.4575382	-0.02641971	0	0	0
31	55376	40	173	-977	338	-447	-360	-1.25	2.125	-21.1875	0.008415751	0.8891218	-0.456883	-0.02548479	0	0	0
15	55396	103	221	-999	331	-440	-394	-1.4375	0.9375	-16	0.01532992	0.889114	-0.4567139	-0.02556883	0	0	0
31	55416	30	180	-988	319	-443	-406	-2.75	0.625	-18.75	0.0210703	0.8889728	-0.4567094	-0.026457	0	0	0
15	55436	16	172	-967	302	-444	-440	-1.5625	2.75	-23.25	0.0263003	0.888904	-0.4565065	-0.02756379	0	0	0
15	55456	-53	189	-955	283	-441	-450	1.75	3	-25.125	0.02945102	0.888684	-0.4567012	-0.02823981	0	0	0
15	55480	-8	129	-1062	255	-443	-478	-1.75	3	-23.0625	0.03142056	0.888065	-0.4576861	-0.02961099	0	0	0
15	55500	14	115	-947	215	-441	-500	-2.25	-0.0625	-16.8125	0.03337915	0.8857124	-0.4621181	-0.02909116	0	0	0
31	55519	54	42	-907	197	-438	-505	-2.125	2.0625	-11.1875	0.03542991	0.8822504	-0.4685516	-0.02895353	0	0	0
15	55539	95	10	-994	149	-440	-518	1.5	4.1875	-10.375	0.03706724	0.8767449	-0.478883	-0.02480941	0	0	0
15	55559	169	73	-1042	129	-436	-524	-2.75	1.8125	-9.5	0.04009404	0.8704468	-0.4901651	-0.02128484	0	0	0
